route_distance,traffic_level,num_stops,hour_of_day,delivery_time_minutes
1821.2,1.0,2,2,14.66
1121.87,1.3,3,6,9.56
5365.68,1.0,2,1,15.24
2953.04,1.8,1,0,18.4
4381.37,1.0,3,7,19.01
14828.78,1.8,3,22,65.74
2116.1,1.0,2,16,11.79
10987.03,1.0,2,5,29.36
14593.26,1.8,1,2,66.17
14673.63,1.8,2,20,111.97
6181.36,1.0,1,15,16.38
11385.74,1.3,3,4,38.92
4059.72,1.0,1,0,10.74
3942.34,1.3,2,0,17.24
12374.93,1.8,2,22,56.45
6495.56,1.8,3,23,36.97
2134.02,1.3,2,12,13.39
9899.13,1.0,3,12,40.22
8491.62,1.0,1,7,28.71
8645.64,1.0,3,1,34.89
12733.22,1.3,1,2,46.63
11873.47,1.3,2,3,34.09
14209.74,1.0,2,2,37.58
9544.5,1.3,1,10,45.23
2261.44,1.0,2,18,14.73
5262.88,1.3,3,0,35.21
2232.84,1.0,1,8,10.64
13907.52,1.0,1,1,39.29
7969.17,1.3,1,2,25.32
2095.43,1.8,2,12,19.76
8808.67,1.8,2,17,47.85
9701.82,1.0,2,18,33.7
3600.17,1.3,1,22,11.02
6882.11,1.0,1,13,19.65
10138.08,1.0,2,14,38.55
3281.58,1.0,1,19,15.15
12985.9,1.3,1,14,52.49
968.26,1.0,2,11,7.04
13153.46,1.8,2,18,93.92
7613.11,1.0,2,11,27.97
11757.56,1.0,1,5,32.66
12323.61,1.0,1,9,38.75
5555.75,1.0,3,8,33.58
12848.09,1.0,2,21,38.08
11015.04,1.8,2,0,59.17
12796.15,1.0,1,14,32.14
9148.49,1.0,3,8,40.03
9797.82,1.3,1,13,32.26
12437.76,1.3,1,21,44.76
4320.41,1.0,1,17,14.58
12915.34,1.3,1,10,62.19
10069.98,1.3,3,3,36.42
9593.27,1.3,2,16,38.83
5384.33,1.0,2,15,16.89
14778.13,1.8,1,18,78.92
10686.35,1.3,1,10,48.96
5282.86,1.0,3,19,22.95
13078.03,1.8,1,16,64.71
910.84,1.3,3,13,14.17
14088.78,1.0,1,22,35.83
1427.46,1.0,2,6,10.28
11326.58,1.3,2,18,42.99
14683.14,1.8,1,10,93.06
4207.67,1.0,1,22,12.29
9266.5,1.8,3,1,52.5
14011.06,1.0,2,22,33.57
8148.53,1.8,1,10,42.52
6781.86,1.0,3,1,25.84
11712.17,1.0,2,2,33.94
10057.04,1.3,1,8,45.73
7455.02,1.0,2,23,21.42
4297.67,1.8,2,2,26.43
8638.7,1.3,1,19,35.64
10860.29,1.3,1,8,59.31
12335.29,1.8,2,23,45.91
7352.4,1.8,2,0,32.05
9938.68,1.0,1,5,24.51
8757.04,1.0,2,13,33.8
8484.14,1.8,3,7,57.24
588.47,1.3,2,17,8.74
10292.02,1.0,1,5,22.74
12831.53,1.0,1,6,36.6
2270.96,1.0,3,4,13.32
4088.46,1.3,1,12,16.76
3502.51,1.8,1,7,22.04
13106.47,1.8,2,15,54.77
13767.1,1.8,2,16,77.71
14890.44,1.0,2,13,52.38
12038.92,1.0,2,13,45.16
3711.06,1.0,3,1,13.92
14719.9,1.3,2,9,68.08
3946.7,1.0,2,11,14.39
14356.01,1.0,3,3,41.22
4761.47,1.3,2,21,26.02
5016.75,1.0,3,11,26.21
8212.76,1.3,1,2,27.4
10338.67,1.0,3,14,31.78
7549.77,1.0,2,16,26.58
5376.0,1.0,2,22,17.26
4047.02,1.0,1,3,12.51
4322.72,1.0,1,19,19.38
10181.98,1.0,1,21,25.28
1427.42,1.0,1,17,6.73
6263.93,1.3,3,6,27.43
10163.76,1.8,3,9,63.38
14141.79,1.0,2,15,40.28
13043.19,1.0,1,6,36.85
8987.78,1.0,1,23,26.54
8611.42,1.3,3,6,39.86
8664.65,1.8,3,13,40.58
3573.56,1.0,2,19,18.5
5003.19,1.0,1,4,16.83
2820.76,1.8,3,18,25.45
8318.82,1.3,1,10,42.02
4862.74,1.0,1,16,14.37
6985.99,1.0,1,12,22.98
10033.15,1.0,1,4,26.42
1242.88,1.8,3,14,18.38
2113.98,1.0,1,6,8.14
14545.72,1.0,1,6,37.37
11774.43,1.3,1,0,32.47
10948.15,1.0,1,8,44.0
10262.26,1.0,1,0,29.43
6040.93,1.0,2,18,26.96
1722.6,1.3,2,7,16.06
6461.94,1.8,1,9,38.16
12399.95,1.0,2,19,50.85
625.22,1.3,2,7,9.11
6155.43,1.0,2,10,26.3
6976.69,1.3,2,18,42.12
4059.22,1.0,1,0,14.39
10232.55,1.0,1,20,46.47
12523.78,1.8,2,20,72.46
12624.77,1.8,1,5,57.54
9136.51,1.8,2,23,38.09
2261.22,1.8,1,22,10.01
9914.75,1.8,1,20,63.55
11492.83,1.0,1,7,42.18
9332.64,1.0,1,18,32.04
6053.75,1.0,3,7,32.27
4282.42,1.8,3,15,27.91
7487.91,1.0,1,8,26.08
12986.74,1.0,1,1,26.8
9588.99,1.0,2,18,42.37
8343.22,1.0,1,9,41.15
2875.81,1.0,3,22,21.4
10330.24,1.3,2,4,41.04
5622.17,1.8,3,2,31.26
14121.51,1.0,2,15,45.81
6691.36,1.8,1,9,41.74
11197.0,1.0,2,21,41.51
13021.6,1.0,2,0,36.89
1252.12,1.3,3,1,16.32
1203.38,1.8,1,22,9.3
5533.9,1.0,1,10,25.48
12397.75,1.3,3,2,45.26
12678.23,1.0,2,19,46.27
10414.62,1.0,2,22,31.77
5379.7,1.0,3,16,25.17
7931.94,1.8,2,7,49.29
5991.57,1.8,3,5,32.18
9829.81,1.3,3,10,50.39
9094.59,1.8,3,17,49.76
3346.83,1.0,1,15,9.86
4149.89,1.3,1,22,16.45
13988.48,1.0,2,0,28.43
8914.28,1.3,2,13,43.4
8539.99,1.0,1,16,23.35
9642.14,1.8,2,3,44.79
12255.24,1.3,3,9,59.07
6239.46,1.0,2,19,22.89
12288.66,1.3,1,1,34.99
11501.96,1.3,2,10,60.89
3560.46,1.8,2,5,21.03
11169.39,1.3,2,8,65.08
3291.11,1.8,1,7,27.31
9195.83,1.3,3,6,39.91
13500.06,1.0,2,21,41.92
4516.48,1.0,3,22,21.38
7197.9,1.3,1,12,27.8
14700.76,1.0,3,19,54.44
4899.86,1.0,2,11,21.58
6293.64,1.3,1,17,31.73
6423.08,1.8,1,8,42.94
9317.68,1.0,1,3,24.41
2504.01,1.0,1,19,11.24
10989.88,1.0,3,23,36.69
3177.33,1.8,1,15,17.21
1666.53,1.0,2,19,12.94
8685.04,1.0,2,23,22.09
13154.12,1.3,2,6,58.08
1578.91,1.3,2,7,12.85
12044.43,1.0,3,20,45.07
13057.02,1.0,1,4,35.23
8128.96,1.0,1,13,27.61
8753.39,1.8,2,16,46.86
5484.06,1.0,2,5,20.52
946.3,1.8,3,10,15.61
9846.31,1.0,2,20,37.89
7382.86,1.0,2,18,35.63
5466.94,1.0,1,10,21.1
10143.53,1.0,2,5,33.2
3938.43,1.0,1,20,18.5
10807.71,1.3,2,9,45.4
12483.08,1.0,1,7,43.17
11982.52,1.8,3,0,50.77
14612.05,1.3,2,4,50.77
3548.97,1.3,2,17,19.14
8386.05,1.3,1,23,35.29
12977.34,1.8,2,12,77.22
11761.5,1.8,1,21,58.35
12550.92,1.0,3,8,54.79
13433.6,1.0,2,20,52.15
7865.22,1.0,2,15,32.45
14849.24,1.0,3,1,41.13
8568.37,1.3,3,2,35.38
9323.85,1.0,2,18,41.71
7020.5,1.8,1,12,34.36
4026.47,1.3,3,19,35.48
2097.64,1.3,1,3,9.55
8965.22,1.0,1,3,22.94
1702.08,1.0,2,0,11.02
11443.24,1.0,1,0,35.8
14875.03,1.3,1,5,48.09
9818.59,1.0,2,13,31.85
8668.77,1.8,3,16,53.58
12926.82,1.3,2,17,53.91
4954.2,1.8,3,2,28.46
14321.43,1.0,3,7,50.39
1293.66,1.3,1,1,7.69
12772.34,1.0,2,17,51.74
8372.22,1.3,2,18,35.08
14234.47,1.0,3,8,59.73
7329.86,1.3,3,4,31.81
5053.54,1.0,3,16,19.1
11918.51,1.0,1,0,28.72
6374.8,1.0,2,3,17.46
5153.13,1.3,2,11,21.65
2859.42,1.3,2,17,16.97
4323.07,1.0,1,16,16.1
11890.86,1.3,3,2,37.02
4338.3,1.0,1,10,17.49
11459.89,1.3,1,7,56.96
5701.72,1.0,1,6,15.67
7371.85,1.0,2,17,33.25
14389.15,1.0,2,12,45.3
11602.98,1.0,3,15,46.35
10952.58,1.3,1,3,31.75
12377.84,1.0,1,3,27.61
4183.2,1.8,1,21,16.46
1585.61,1.3,1,2,9.47
5593.17,1.0,1,6,16.65
14173.24,1.0,1,14,43.07
4734.46,1.0,1,20,18.5
9422.75,1.0,1,9,32.59
4576.82,1.0,1,21,15.75
683.81,1.0,2,2,9.87
8537.32,1.3,3,8,39.22
13971.12,1.3,2,5,40.87
8979.34,1.0,2,12,29.48
12057.44,1.8,3,3,58.61
586.64,1.3,3,15,17.94
7333.72,1.3,2,12,28.51
4283.75,1.8,2,6,23.91
12788.56,1.0,2,1,33.11
11201.38,1.3,3,11,47.51
9606.13,1.0,3,16,33.78
14238.64,1.0,2,20,43.18
11116.66,1.8,2,6,68.99
9708.05,1.3,2,20,51.16
8362.7,1.0,1,9,30.06
10182.96,1.3,2,2,34.1
3863.43,1.0,3,4,23.0
13283.83,1.0,1,23,30.44
13914.85,1.0,2,12,40.7
6102.16,1.0,2,5,17.25
10404.67,1.3,2,8,50.91
13435.66,1.8,1,8,75.69
14222.16,1.3,2,5,37.48
10153.92,1.0,1,13,27.97
1814.76,1.0,2,2,10.1
8503.07,1.0,1,9,33.18
5145.75,1.0,1,6,13.02
10072.73,1.0,2,5,26.39
9254.7,1.3,2,19,51.61
8492.36,1.8,2,7,55.61
8289.24,1.0,2,1,24.2
3756.0,1.0,2,9,15.89
5368.04,1.0,2,20,27.8
9574.59,1.0,3,3,26.62
6974.65,1.0,1,5,18.37
1975.16,1.3,2,23,8.54
13128.76,1.0,2,22,38.29
4037.45,1.3,1,15,16.55
9203.65,1.0,1,19,35.06
13944.3,1.0,2,5,35.86
13341.73,1.3,1,1,37.6
2034.54,1.3,2,23,13.96
11339.34,1.3,2,22,42.49
13092.08,1.0,1,2,28.91
11167.1,1.8,1,4,48.84
14545.96,1.0,2,21,51.48
4214.34,1.3,2,21,25.69
9909.12,1.0,1,7,37.92
7703.58,1.8,2,16,44.16
14190.09,1.0,3,21,49.72
13512.18,1.0,2,6,38.46
7830.67,1.0,1,4,18.85
11056.45,1.0,2,2,35.81
9362.77,1.0,2,2,25.8
6618.95,1.8,2,3,37.66
4926.57,1.3,3,6,26.47
7746.04,1.0,2,23,22.18
11024.42,1.0,1,17,43.52
9798.35,1.0,1,4,20.05
12569.61,1.0,2,20,55.72
4535.76,1.0,1,13,17.46
8687.84,1.8,2,8,58.93
13649.44,1.0,3,12,48.33
9419.08,1.3,1,15,33.4
12783.17,1.0,1,12,41.47
13079.66,1.3,1,23,33.61
7592.86,1.0,3,9,28.31
8769.18,1.0,1,22,23.7
7718.8,1.0,2,19,38.76
4449.05,1.0,3,19,25.03
3085.67,1.0,1,9,13.18
14720.92,1.3,1,16,57.31
7525.05,1.0,1,10,21.62
8804.66,1.3,2,12,29.82
10206.03,1.8,2,4,38.34
6984.1,1.0,1,6,19.76
9826.85,1.0,1,15,31.57
13996.7,1.3,2,17,64.6
2299.17,1.0,1,12,9.29
7781.63,1.0,1,19,33.99
11854.39,1.3,2,17,54.26
9537.53,1.3,1,15,34.79
3458.85,1.3,1,11,18.73
5155.56,1.3,2,3,18.89
14176.99,1.3,1,12,53.06
12542.51,1.3,1,17,60.34
2791.1,1.3,2,20,19.76
11089.6,1.8,3,12,50.42
6971.35,1.0,1,0,22.89
9153.09,1.8,1,12,37.91
10065.87,1.0,3,16,38.1
14935.76,1.3,1,3,55.1
1991.55,1.0,1,14,7.78
8058.7,1.0,2,21,28.94
12522.9,1.3,3,9,63.88
3186.93,1.0,3,1,13.17
11554.76,1.3,3,1,41.16
3841.61,1.0,2,23,18.5
5449.43,1.8,2,23,25.94
14697.66,1.3,1,9,63.76
13786.55,1.0,1,0,36.75
7817.22,1.3,3,4,34.89
4759.72,1.0,1,19,19.57
8647.59,1.8,3,2,40.01
14389.64,1.0,1,7,51.93
1914.32,1.0,1,8,8.61
8361.68,1.0,1,23,18.3
2651.59,1.0,2,7,13.89
12184.08,1.0,1,8,45.36
2728.15,1.8,2,4,18.38
2198.35,1.3,2,19,17.42
8761.62,1.0,3,4,29.89
11674.38,1.0,2,5,30.28
1530.79,1.3,1,11,8.68
4193.72,1.0,1,17,15.7
14075.23,1.8,2,4,70.96
10968.04,1.3,2,23,45.53
6396.45,1.3,1,16,22.33
5257.3,1.3,1,16,22.94
13797.98,1.0,1,17,50.11
9314.52,1.8,3,7,69.2
9857.6,1.0,1,13,30.92
1112.32,1.3,2,13,9.74
7986.16,1.0,2,6,26.86
13854.1,1.0,1,21,50.33
8570.01,1.0,1,7,33.18
5722.62,1.0,3,11,30.41
2280.89,1.0,1,18,12.46
6487.61,1.0,3,13,21.6
5243.33,1.0,2,14,19.64
3188.29,1.0,1,2,10.94
14934.25,1.0,1,2,36.32
1146.59,1.0,2,5,8.39
13951.18,1.3,2,7,67.69
14492.16,1.0,1,21,50.33
7834.04,1.0,3,10,39.8
3234.33,1.0,2,21,12.51
12248.54,1.3,2,5,35.56
5968.3,1.8,1,22,24.88
8661.18,1.0,1,1,18.96
1471.97,1.0,2,1,9.23
8366.32,1.3,1,16,37.27
7501.2,1.0,2,17,27.8
1398.54,1.3,2,1,15.4
1600.23,1.0,3,10,12.62
14959.04,1.8,1,22,61.72
5446.42,1.0,2,6,22.38
14861.8,1.0,1,13,43.62
3540.21,1.8,3,16,33.02
580.75,1.3,2,7,9.7
3517.11,1.0,1,7,16.14
3249.16,1.0,1,5,10.71
10983.51,1.3,1,21,46.19
12146.64,1.8,1,12,57.59
8270.08,1.0,1,18,29.48
14444.57,1.0,1,14,42.45
7304.38,1.3,1,18,31.96
1333.93,1.0,2,13,8.69
14207.78,1.3,1,14,55.9
10500.74,1.0,1,6,30.69
549.21,1.0,3,2,16.85
9501.59,1.0,2,14,31.03
12200.17,1.0,1,14,41.84
12663.56,1.0,1,12,38.95
3779.82,1.0,1,4,14.02
7992.24,1.8,1,4,30.97
9263.08,1.3,1,14,28.79
2267.97,1.3,1,6,11.69
11472.63,1.3,2,21,49.32
6761.48,1.0,2,1,22.09
8029.26,1.3,1,20,41.61
8013.41,1.0,1,6,24.78
14977.87,1.0,1,17,59.33
7108.61,1.0,1,21,23.66
10568.58,1.0,1,8,40.22
12746.81,1.0,3,0,43.11
10506.35,1.8,2,13,59.65
2139.18,1.8,3,14,24.07
2109.01,1.3,1,22,9.19
11826.83,1.0,1,0,29.59
977.2,1.0,1,17,6.69
12154.65,1.0,2,9,50.57
3746.67,1.0,2,9,16.23
11583.47,1.0,1,7,45.4
853.34,1.3,1,22,4.87
13322.71,1.0,1,7,39.45
4395.55,1.0,1,6,19.89
11314.72,1.0,1,2,27.55
2248.54,1.3,1,12,10.36
6906.76,1.3,1,10,33.34
13022.97,1.0,1,19,48.5
6876.85,1.0,1,0,15.33
10523.95,1.0,2,5,28.91
9727.33,1.3,1,14,40.72
3689.18,1.0,2,11,15.1
8334.0,1.8,3,13,53.56
13456.18,1.3,1,14,41.14
6102.3,1.3,2,12,37.5
10838.9,1.0,2,5,27.81
7766.19,1.8,1,12,37.26
8594.17,1.0,2,7,36.79
9260.07,1.8,2,15,43.26
10846.11,1.0,2,3,33.29
4625.31,1.3,1,0,18.37
11563.59,1.8,1,13,57.47
13752.36,1.3,1,13,61.64
734.78,1.3,1,22,4.83
6039.36,1.0,2,19,28.24
2530.51,1.0,1,12,12.29
4133.97,1.3,3,6,29.17
14141.24,1.0,2,4,41.13
14921.43,1.0,3,13,56.44
8191.05,1.0,3,5,20.99
1610.89,1.3,3,11,13.91
5631.9,1.3,3,6,33.89
7146.31,1.0,1,10,27.31
6043.05,1.0,1,19,24.67
750.76,1.8,3,16,12.68
4180.52,1.8,2,16,29.93
8748.77,1.0,1,7,29.01
2389.1,1.0,2,3,9.8
6096.45,1.3,2,8,27.73
2301.21,1.0,3,10,18.39
6026.31,1.0,1,22,18.17
5131.56,1.0,3,5,20.78
6611.83,1.0,2,2,24.33
2498.2,1.3,2,19,15.87
6128.71,1.3,1,0,22.6
4744.89,1.0,3,14,19.13
6262.63,1.0,3,14,24.6
1035.7,1.0,2,4,12.09
10724.57,1.3,3,9,58.7
12132.86,1.0,2,16,42.63
8886.96,1.0,3,9,45.85
5328.26,1.3,2,14,23.91
11422.04,1.0,2,14,42.45
13748.33,1.3,3,2,50.92
5513.16,1.8,2,5,24.48
5312.18,1.3,2,3,17.39
1374.58,1.0,1,3,7.01
2219.96,1.3,3,4,10.63
4711.02,1.0,3,6,25.33
3864.79,1.3,1,18,16.93
11578.49,1.8,2,6,60.83
10726.78,1.0,2,17,35.74
11670.76,1.0,1,0,27.06
13716.91,1.0,1,19,47.43
10399.0,1.8,3,19,69.41
12194.79,1.3,1,4,40.47
14398.34,1.3,2,5,43.86
11331.05,1.3,1,7,42.85
4345.88,1.8,3,10,41.9
9585.22,1.0,2,2,21.38
7836.05,1.3,2,4,29.08
892.06,1.0,1,22,4.07
4780.01,1.3,1,14,19.0
7621.35,1.0,2,5,24.51
14793.0,1.0,1,19,55.32
14427.7,1.8,1,10,75.04
11968.69,1.0,3,5,41.97
6236.2,1.3,1,18,17.83
5491.57,1.3,2,9,32.77
2657.23,1.0,2,20,15.97
2028.79,1.0,1,23,10.0
6072.73,1.0,3,18,31.4
12052.23,1.0,2,21,31.17
13600.33,1.0,1,23,34.0
14508.31,1.3,2,13,57.81
8074.64,1.3,1,15,33.08
5789.14,1.0,2,17,29.62
2301.86,1.3,2,1,13.88
7493.12,1.8,1,13,38.27
4124.97,1.3,1,9,18.2
2722.97,1.0,2,14,11.85
8075.52,1.0,2,5,26.68
8754.03,1.0,1,12,23.25
8873.62,1.3,3,2,32.62
6134.88,1.0,1,17,25.53
14385.14,1.8,2,13,72.51
12600.78,1.3,1,1,46.25
14922.72,1.3,3,0,54.38
10115.33,1.0,2,21,39.27
11904.71,1.0,1,3,30.07
6014.54,1.3,1,14,25.67
12798.84,1.0,1,0,31.75
6905.03,1.0,2,21,29.95
4553.9,1.0,3,8,22.56
13077.28,1.0,3,7,47.17
9341.21,1.3,1,17,36.96
5043.93,1.0,1,1,14.02
9686.88,1.8,3,8,55.37
14149.31,1.8,2,2,56.52
11490.57,1.3,2,2,41.39
5579.82,1.8,1,14,25.39
11922.78,1.3,2,0,33.67
6120.27,1.8,3,9,45.26
14034.58,1.0,3,2,33.15
14552.13,1.0,3,15,52.07
5269.84,1.0,2,0,15.88
3567.33,1.0,1,7,15.32
14627.76,1.0,1,7,46.47
12817.44,1.0,1,18,45.47
12895.66,1.8,2,9,77.44
2026.9,1.3,1,0,8.41
13482.98,1.8,1,17,68.03
13908.15,1.3,2,4,53.69
1874.86,1.0,1,5,6.99
4978.75,1.8,2,14,22.14
6704.18,1.0,1,23,15.45
9528.07,1.3,1,4,29.07
12528.17,1.0,2,1,26.66
12531.73,1.8,2,1,62.94
7468.92,1.0,2,23,27.65
4854.01,1.3,1,6,19.49
8283.88,1.3,1,14,39.91
9706.13,1.0,1,14,25.86
6694.9,1.8,3,19,47.83
10657.3,1.0,1,4,27.4
6878.54,1.3,2,17,35.0
11295.91,1.3,1,13,35.63
4573.65,1.0,2,18,20.17
1490.46,1.3,3,2,12.83
13592.1,1.8,1,7,81.24
1260.4,1.3,3,15,10.91
3578.64,1.0,1,8,13.79
14585.0,1.0,1,22,32.5
14296.74,1.0,1,11,44.21
14420.47,1.0,1,0,37.33
8904.39,1.8,3,9,45.43
2428.26,1.3,2,15,14.2
13750.1,1.0,1,8,46.81
1336.75,1.0,3,20,12.26
2497.16,1.8,3,21,21.07
740.37,1.0,1,8,6.08
7945.76,1.0,3,1,24.48
5176.9,1.0,1,22,14.93
5931.86,1.0,3,15,22.74
9808.68,1.3,2,18,50.34
8354.88,1.0,2,6,27.25
13073.64,1.8,3,7,83.37
1183.41,1.0,1,18,7.72
13710.94,1.8,3,9,99.42
11906.21,1.3,3,0,50.95
3856.91,1.0,2,22,13.55
3471.33,1.3,3,18,24.31
12709.22,1.8,1,17,71.93
10368.63,1.3,2,12,33.7
11156.55,1.0,2,18,44.25
8232.63,1.3,3,18,39.38
1785.44,1.0,2,5,8.87
10345.11,1.3,2,4,35.49
1802.57,1.8,1,14,12.6
13314.69,1.0,1,2,39.77
12249.19,1.8,1,19,84.32
14784.34,1.3,2,17,63.08
12116.94,1.8,2,13,54.0
14937.29,1.3,1,17,68.91
10349.29,1.0,3,15,33.72
14795.47,1.0,3,18,57.42
8122.34,1.3,1,12,29.94
9542.6,1.0,2,5,27.42
9156.08,1.3,2,22,33.77
13337.52,1.0,2,20,46.29
8046.83,1.0,2,2,25.82
14785.77,1.8,2,15,63.25
11228.27,1.8,3,11,69.35
4032.2,1.3,2,5,22.09
14572.15,1.0,1,17,51.23
2337.56,1.3,2,11,15.78
2113.12,1.8,2,9,18.59
12713.42,1.0,2,2,38.73
14497.6,1.3,1,20,75.18
2996.02,1.0,3,12,22.83
13773.16,1.3,2,19,67.14
4731.83,1.0,3,3,18.46
13909.84,1.3,2,9,64.16
9214.82,1.8,1,8,59.93
14223.74,1.8,3,21,73.51
12233.43,1.0,3,6,45.35
13525.75,1.0,2,1,31.87
7626.11,1.8,2,7,54.16
7377.42,1.3,2,13,31.35
6323.8,1.0,1,1,17.41
2743.82,1.8,1,14,19.82
12586.37,1.3,1,5,40.92
7687.48,1.0,2,7,27.74
1986.68,1.8,1,7,16.75
7119.13,1.3,2,2,24.15
1412.36,1.3,1,5,6.91
14270.75,1.0,2,20,52.36
6359.41,1.0,1,21,19.03
1149.56,1.8,3,2,22.1
4119.33,1.0,1,15,17.41
3591.62,1.0,1,22,12.11
5024.94,1.0,2,8,23.65
1151.12,1.0,3,12,12.54
5583.12,1.8,1,21,26.33
12538.14,1.0,1,8,44.74
770.78,1.3,3,18,14.49
10749.16,1.8,2,12,57.25
7417.2,1.0,2,11,27.39
7502.11,1.0,2,18,29.79
2849.38,1.3,2,0,15.71
12049.86,1.0,2,2,40.03
6452.65,1.0,1,7,23.19
787.61,1.3,3,19,9.37
650.18,1.0,3,9,20.01
3839.56,1.8,1,15,17.77
3192.24,1.0,2,13,12.93
6095.88,1.0,2,14,18.01
7775.8,1.3,3,10,38.41
9661.75,1.0,2,18,31.28
3594.11,1.0,1,17,13.04
2657.37,1.3,1,12,11.13
3539.98,1.3,3,10,23.8
7600.19,1.3,3,16,39.53
11479.3,1.3,1,17,63.57
12155.33,1.0,2,4,33.34
6744.36,1.0,1,4,19.74
2620.4,1.3,1,22,12.85
13350.56,1.8,1,12,61.54
7784.83,1.8,2,5,37.61
12833.77,1.3,1,6,46.84
7324.78,1.0,1,18,26.55
11540.08,1.0,1,18,34.07
14883.58,1.0,1,8,48.5
883.46,1.3,3,5,14.34
11622.61,1.3,2,21,42.47
13654.85,1.0,1,0,40.04
9599.31,1.0,1,15,27.29
9989.31,1.8,1,22,49.06
1413.92,1.8,2,15,16.15
9038.45,1.0,2,0,20.74
7665.22,1.3,2,12,30.62
7165.74,1.3,2,17,42.67
2916.71,1.3,1,22,12.76
612.5,1.0,2,2,7.06
8280.11,1.8,1,17,63.04
8131.0,1.0,2,23,23.89
4292.44,1.0,2,3,15.93
13470.8,1.3,2,13,46.29
14233.14,1.0,1,7,48.91
10700.36,1.8,1,18,72.96
8934.4,1.0,2,9,40.78
10176.23,1.3,3,13,35.99
3811.54,1.8,1,16,21.32
12900.97,1.0,1,16,33.2
3922.29,1.0,1,23,15.29
2921.14,1.0,1,18,11.28
12738.0,1.8,2,21,65.15
4690.38,1.8,3,15,37.17
3600.45,1.3,1,2,15.14
8344.48,1.3,1,1,24.1
1635.72,1.8,2,15,19.37
6508.0,1.0,3,4,35.72
11871.36,1.0,2,14,38.37
7466.36,1.0,1,20,25.31
5558.91,1.3,1,19,23.25
698.91,1.0,2,22,7.42
1613.93,1.3,1,8,9.88
881.81,1.0,2,3,8.8
11994.77,1.8,3,22,48.45
5112.43,1.0,1,11,19.84
5340.57,1.0,1,11,16.73
9129.06,1.0,2,17,41.56
12614.37,1.0,2,7,46.25
4464.57,1.3,1,2,19.2
1840.96,1.0,3,4,17.15
3680.34,1.0,3,3,21.27
6757.16,1.0,2,20,34.44
13926.73,1.3,2,5,42.28
6166.93,1.3,1,22,19.2
12094.37,1.0,2,1,36.67
4936.93,1.0,1,12,16.22
2767.05,1.0,2,9,16.61
11112.58,1.3,2,20,46.93
14971.53,1.0,2,16,55.71
9827.45,1.0,1,15,22.95
7077.81,1.0,2,6,24.99
532.49,1.0,1,12,3.77
5503.12,1.0,1,5,18.16
9753.45,1.0,1,16,34.75
3026.61,1.3,2,21,18.48
3679.29,1.0,3,13,19.46
7881.2,1.0,3,17,42.9
6355.55,1.3,3,21,41.03
11767.34,1.8,2,9,70.16
4640.74,1.0,3,5,19.14
7268.15,1.3,1,14,21.66
7934.31,1.8,3,1,53.15
3236.93,1.8,3,20,32.34
14169.02,1.3,1,22,54.52
9975.31,1.3,1,7,48.69
14549.64,1.8,2,15,89.12
12187.36,1.8,2,16,69.73
9165.82,1.3,1,17,37.53
2076.76,1.0,3,0,17.88
6287.1,1.0,1,3,15.66
14035.49,1.3,3,10,63.75
14939.1,1.0,1,19,55.42
5329.39,1.8,1,22,17.69
4458.79,1.0,1,17,15.28
7940.09,1.3,3,7,44.1
12047.07,1.0,2,15,40.26
9381.09,1.0,3,17,40.93
5814.59,1.3,1,2,22.35
10733.81,1.0,2,19,46.33
13154.54,1.8,2,3,59.41
6049.15,1.0,1,4,16.76
2319.17,1.8,2,22,13.98
11697.14,1.0,1,22,25.47
5918.33,1.0,2,13,27.84
11835.42,1.8,3,11,74.43
4307.01,1.3,2,4,29.11
5721.29,1.0,3,13,24.03
1887.89,1.0,3,1,13.24
1087.92,1.0,2,20,13.18
1069.7,1.3,1,12,5.91
3264.12,1.8,2,14,22.19
4223.17,1.0,2,8,17.45
2016.83,1.3,2,18,13.5
10078.15,1.0,1,13,21.59
6455.95,1.3,3,20,41.18
9134.15,1.8,2,19,53.48
12767.98,1.0,1,21,40.67
4827.87,1.0,3,11,23.22
4821.62,1.8,1,4,24.18
1141.82,1.0,3,22,11.14
5943.37,1.0,1,17,23.33
9862.59,1.0,3,18,51.92
12252.62,1.3,2,16,46.98
7317.43,1.0,2,21,30.42
5784.15,1.3,2,21,27.19
9467.94,1.3,2,1,31.87
3877.81,1.3,2,14,21.41
5403.09,1.0,3,20,24.45
7895.8,1.0,2,12,22.17
5518.29,1.0,2,8,24.48
8686.38,1.8,3,7,53.17
4236.32,1.3,1,15,18.52
4713.94,1.3,2,11,22.19
4938.18,1.0,2,5,20.79
1119.73,1.0,2,20,9.39
10103.04,1.3,3,4,42.07
11979.42,1.3,1,22,31.67
12654.32,1.0,2,15,46.52
4129.48,1.0,3,0,19.35
2304.38,1.3,2,22,11.53
13127.2,1.8,2,11,76.99
3090.1,1.0,1,6,11.68
12132.98,1.3,1,13,49.01
2787.4,1.0,1,11,8.73
6412.92,1.8,2,18,39.79
7941.01,1.3,2,7,41.85
3633.97,1.3,1,5,14.66
7195.03,1.0,1,22,20.67
1062.78,1.0,3,2,9.94
6365.96,1.3,1,1,22.8
6767.59,1.8,2,18,44.09
4404.94,1.3,2,22,23.33
1752.97,1.8,1,6,11.27
12004.83,1.3,1,23,34.64
3605.04,1.0,1,17,15.95
10958.51,1.0,2,3,30.92
7801.83,1.0,2,1,27.77
13386.3,1.8,2,12,70.17
